,year,month,day,level_3,Title,Date,Price
1083,2013,8,29,Title,ICE US Review: Cocoa down after hitting chart resistance Weekly Market Review: Soybean prices rise further Starbucks to open its first cafe in Colombia next year ,8/29/13,1.1401
1084,2013,8,30,Title,"ICE US Review: Cocoa, coffee, sugar down ahead of long weekend Brazil’s booming farms reap benefit of weak currency Brazil’s booming farms reap benefit of weak currency ",8/30/13,1.1263
1085,2013,9,2,Title,Robusta exports from Sumatra up by more than a third ,9/2/13,1.1263
1086,2013,9,3,Title,ICE US Review: Speculative short covering lifts coffee Strong Vietnamese coffee supply to weigh on prices Costa Rican coffee shipments decline by more than a fifth Olam's profit dented by higher tax charges ,9/3/13,1.1144
1087,2013,9,4,Title,ICE US Review: Coffee down with large supply expectations Cameroon's cocoa sector moves to conform to EU rules Guatemalan coffee shipments decline in August Nepal could add tea to products under US GSP Half of inspected Brazil crop shows completely clean agchem use ,9/4/13,1.1251
1088,2013,9,5,Title,ICE US Review: Cocoa up with production worries in West Africa Weekly Market Review: Soybeans reverse price gains ,9/5/13,1.1211
1089,2013,11,6,Title,ICE US Review: Coffee hits seven year lows Ivory Coast sentences 15 'cocoa barons' for embezzlement ,11/6/13,1.0115
1090,2013,11,7,Title,ICE US Review: Sugar down near 6-week lows amid harvest Weekly Market Review: Canola futures lower slightly ahead of USDA report FDA Takes First Steps to Drop Trans Fat from 'Generally Recognized as Safe' List of Foods ,11/7/13,0.9971
1091,2013,11,8,Title,ICE US Review: Coffee closes higher amid crop damage concerns ,11/8/13,1.0141
1092,2013,11,11,Title,ICE US Review: Coffee down with large global supplies ,11/11/13,1.0216
1093,2013,11,12,Title,ICE US Review: Sugar closes lower amid harvest pressure Vietnamese coffee prices at lowest since 2010 Armajaro to sell commodity trading business to Ecom Noble's profits brought down by associates ,11/12/13,1.0176
1094,2013,11,13,Title,ICE US Review: Strong Brazilian crush data weakens sugar Starbucks to pay damages to Kraft over coffee supply deal Rains could disrupt Vietnam coffee harvest ,11/13/13,1.0334
1095,2013,11,14,Title,"New study finds caffeine intake comes from coffee, soda, not energy drinks ICE US Review: Coffee down with large global supplies Weekly Market Review: Soy prices rise after WASDE ",11/14/13,1.0085
1096,2013,11,15,Title,ICE US Review: Sugar down amid an expected global surplus Burundi sees income from coffee rise by two-thirds ,11/15/13,1.0046
1097,2013,11,18,Title,ICE US Review: Corrective bounce boosts sugar prices ,11/18/13,1.0329
1098,2013,11,19,Title,ICE US Review: Cocoa up amid higher butter prices Vietnam announces it will buy a fifth of the coffee crop Coffee exporters in Vietnam reduce asking prices Tata benefits from weak rupee ,11/19/13,1.0382
1099,2013,11,20,Title,ICE US Review: Unfavourable weather strengths cocoa Cameroon ships less robusta year-on-year ,11/20/13,1.0424
1100,2013,11,21,Title,ICE US Review: Profit taking weakens cocoa Weekly Market Review: Cocoa futures strengthen ,11/21/13,1.0449
1101,2013,11,22,Title,ICE US Review: Cocoa closes the week higher Brazilian government to support coffee growers ,11/22/13,1.0535
1102,2013,11,25,Title,ICE US Review: Sugar falls to more than two month low ,11/25/13,1.0222
1103,2013,11,26,Title,ICE US Review: Cocoa down with profit taking Vietnamese coffee differentials narrow ,11/26/13,1.0248
1104,2013,11,27,Title,ICE US Review: Coffee weaker with large global supplies Colombia to keep supporting coffee growers ,11/27/13,1.0321
1105,2013,11,28,Title,Weekly Market Review: Soybeans gather pace on bullish soymeal market Widespread across Brazil coffee areas World coffee output to decrease ,11/28/13,1.0321
1106,2013,11,29,Title,ICE US Review: Cocoa closes the week higher ,11/29/13,1.0227
1107,2013,12,2,Title,ICE US Review: Cocoa hits 2-year highs Indonesian coffee exports up 73% ,12/2/13,1.061
1108,2013,12,3,Title,ICE US Review: Cocoa consolidates near highs Vietnam coffee loading to jump as harvest picks up ,12/3/13,1.0464
1109,2013,12,4,Title,ICE US Review: Cocoa corrects lower C.American coffee output cut by only 9.7% ,12/4/13,1.0497
1110,2013,12,5,Title,ICE US Review: Sugar holds steady Editorial: Vietnam's low coffee gains AICC 2013: Robusta price rebound could continue into 2014 Weekly Market Review: Canola slides on Canadian crop Interview: “I like to be in the middle of the pepper business.” AICC 2013: Vietnamese coffee delegates call for increased value addition ,12/5/13,1.0358
1111,2013,12,6,Title,ICE US Review: Sugar continues downtrend ,12/6/13,1.0126
1112,2013,12,9,Title,ICE US Review: Profit taking weakens cocoa ,12/9/13,1.0157
1113,2013,12,10,Title,ICE US Review: Sugar strengthens amid weak crush numbers Kenyan coffee slides at auction ,12/10/13,1.012
1114,2013,12,11,Title,ICE US Review: Cocoa moves lower amid good harvest conditions Mixed weather for global coffee harvests ,12/11/13,1.0533
1115,2013,12,12,Title,ICE US Review: Coffee strengthens amid a lack of selling World coffee outlook: bullish over the long term Weekly Market Review: Canola futures continue downward spiral Tanzanian coffee prices decline on oversupply fears ,12/12/13,1.0505
1116,2013,12,13,Title,"ICE US Review: Coffee closes stronger amid short covering Rabobank says cocoa price to rise, coffee to fall in 2014 Nestlé to distribute 12 million cocoa seedlings in Ivory Coast Narrowing Indonesian robusta premium spurs some trade ",12/13/13,1.0603
1117,2013,12,16,Title,ICE US Review: Coffee closes mixed Vietnamese coffee exports decline by a third ,12/16/13,1.093
1118,2013,12,17,Title,ICE US Review: Cocoa closes the session weaker Ugandan coffee shipments higher last month ,12/17/13,1.0984
1119,2013,12,18,Title,ICE US Review: Cocoa finishes close to unchanged Tesco plans entry into Indian retail sector El Salvador sees drastic fall in coffee exports ,12/18/13,1.0843
1120,2013,12,19,Title,"ICE US Review: Profit taking weakens coffee Weekly Market Review: Coffee futures rise on arabica demand boost Editorial: Review of 2013, outlook for the coming year Vietnamese coffee trades at a discount to London futures India eyeing young tea consumers amid plentiful production in 2013 ",12/19/13,1.0999
1121,2013,12,20,Title,ICE US Review: Short covering strengthens coffee Ivory Coast leaves fixed coffee price for farmers unchanged Cameroon's robusta exports fall drastically Cameroonian cocoa exports lower than last season Brazil raises view for 2013 coffee production ,12/20/13,1.0961
1122,2013,12,23,Title,ICE US Review: Short covering strengthens coffee Peruvian coffee output may decline by nearly a fifth Vietnam expected to ship 50% less coffee in December Tesco enters India in Tata stores alliance ,12/23/13,1.0961
1123,2013,12,24,Title,ICE US Review: Quiet trading ahead of Christmas ,12/24/13,1.0961
1124,2013,12,27,Title,"ICE US Review: Coffee closes higher amid lack of selling ICE trims margins for corn, wheat, soybeans & sugar ICE trims margins for corn, wheat, soybeans & sugar ",12/27/13,1.0961
1125,2013,12,30,Title,ICE US Review: Cocoa finishes weaker amid profit taking ,12/30/13,1.0961
1126,2014,1,2,Title,ICE US Review: Fresh near-term supplies weaken cocoa Robusta shipments from Sumatra up by more than 17% Weekly Market Review: Corn futures near 40% annual slide ,1/2/14,1.0764
1127,2014,1,3,Title,ICE US Review: Short covering boosts coffee Honduras sees small advance in December coffee shipments Indian coffee production could decline by 10% Brazil sugar exports rise in December ,1/3/14,1.0764
1128,2014,1,6,Title,"ICE US Review: Coffee closes stronger amid short covering Ivorian cocoa stocks at 107,217 tonnes by end of 2012/13 ",1/6/14,1.1211
1129,2014,6,12,Title,ICE US Review: Cocoa backs away from 3-year highs WCC 2014: Cocoa producers focus on domestic consumption WCC 2014: Lower taxes and greater price transparency beneficial to cocoa farmers WCC 2014: Ivory Coast grinding capacity growth may be limited ,6/12/14,1.6688
1130,2014,6,13,Title,Dutch Starbucks tax regime probed as illegal state aid ,6/13/14,1.6728
1131,2014,6,16,Title,ICE US Review: Coffee futures higher in consolidation trading ,6/16/14,1.6796
1132,2014,6,17,Title,ICE US Review: Coffee sharply lower with spec selling Vietnamese coffee price narrows against London ICE US Review: Coffee down as Brazilian harvest progresses ,6/17/14,1.6693
1133,2014,6,18,Title,Vietnam coffee exports slip in May ,6/18/14,1.6291
1134,2014,6,19,Title,"ICE US Review: Coffee mixed, consolidating after recent losses Cameroonian cocoa grinders buy slightly more Weekly Review: Soy and corn trickle down as USDA report looms   ICE US Review: Coffee down with follow-through selling ",6/19/14,1.6229
1135,2014,6,20,Title,Latin American coffee shipments rise Hawaiian coffee and macadamia growers receive funding to combat pests Macadamia growers receive funding to combat pests ,6/20/14,1.6116
1136,2014,6,22,Title,ICE US Review: Coffee up sharply with worries about tight supplies ,6/22/14,1.6116
1137,2014,6,23,Title,ICE US Review: Coffee pushes upwards with harvest concerns ,6/23/14,1.6682
1138,2014,6,24,Title,ICE US Review: Cocoa ends lower with increased production Nestlé to source more commodities directly from farmers Mexican coffee exports down 20% ,6/24/14,1.6758
1139,2014,6,25,Title,EU overtakes US as world's leading agri-food exporter Analysis: EU member states roll-out the red carpet for Chinese premier   USDA: Food Price Inflation in 2014 to Return to Range Closer to Historical Norm ,6/25/14,1.6589
1140,2014,6,26,Title,EU overtakes US as world's leading agri-food exporter Weekly Review: Canola futures correlate higher with soy Editorial: Summer slump or football fever?  ICE US Review: Coffee surges with apparent crop damage ,6/26/14,1.7207
1141,2014,6,27,Title,Feed News Brazil coffee harvest reaches 35-40%  Vietnam coffee exports jump in June ICE US Review: Sugar mixed on drought concerns ,6/27/14,1.7092
1142,2014,6,29,Title,ICE US Review: Cocoa rallies on demand worries ,6/29/14,1.7092
1143,2014,6,30,Title,ICE US Review: Coffee corrections higher Robusta coffee beans gain greater world market share ,6/30/14,1.6562
1144,2014,7,1,Title,Vietnamese coffee trading slows over last week Sumatran coffee shipments down by 41% Frost in southern Brazil poses risk to grain crops ,7/1/14,1.6495
1145,2014,7,2,Title,ICE US Review: Coffee corrects higher ICE US Review: Cocoa corrects lower ,7/2/14,1.6251
1146,2014,7,3,Title,Country Profile: Peru on the cusp of agriculture export leadership? Weekly Review: USDA sends corn and soy futures plummeting ,7/3/14,1.6345
1147,2014,7,4,Title,Peruvian coffee premium at highest in three years European coffee stocks up by nearly 12% ICE US Review: Coffee closes near support levels ,7/4/14,1.6345
1148,2014,7,7,Title,Burundi tea exports down in Q1 China FTA opens up Swiss dairy opportunities Switzerland-China free trade deal enters into force ,7/7/14,1.6269
1149,2014,7,8,Title,ICE US Review: Coffee down in quiet trade ,7/8/14,1.6213
1150,2014,8,8,Title,Brazil to capitalise on Russian food ban Brazil OKs imports of cyantraniliprole ICE US Review: Coffee tanks on market correction ,8/8/14,1.7823
1151,2014,8,11,Title,Brazil coffee crop 86% harvested Nestlé confirms full-year outlook despite profit drop ICE US Review: Coffee finishes lower amid overbought supplies ,8/11/14,1.7575
1152,2014,8,12,Title,Top Brazil coffee region confirms huge losses  Hawaiian farmers assess losses from Iselle ICE US Review: Coffee shoots upward on production fears ,8/12/14,1.8335
1153,2014,8,13,Title,ICE US Review: Coffee corrects downward ,8/13/14,1.7913
1154,2014,8,14,Title,Weekly Review: Corn and soy markets bear brunt of mega crops ICE US Review: Coffee creeps upward ,8/14/14,1.8087
1155,2014,8,15,Title,"El Salvador sees coffee shipments plunge  Cameroonian cocoa prices higher this month Finnish farmers consolidate, as Russian sanctions start to bite ICE US Review: Coffee drifts lower ",8/15/14,1.7812
1156,2014,8,18,Title,ICE US Review: Coffee propelled upwards on bullish pattern ,8/18/14,1.8446
1157,2014,8,19,Title,Wall Street Journal –– US Consumers Turning Away from Orange Juice ICE US Review: Cocoa hits three-year high  ,8/19/14,1.8489
1158,2014,8,20,Title,Vietnam coffee values track global market lower Kenyan coffee prices decline  ICE US Review: Coffee falls due to large production numbers ,8/20/14,1.7859
1159,2014,8,21,Title,Market Report: Cocoa still rallying higher Weekly Review: Canola dips lower on abundant oilseed supplies ICE US Review: Sugar rises with short-covering ,8/21/14,1.8025
1160,2014,8,22,Title,ICE US Review: Sugar drops due to robust global supplies Costa Rican coffee crop expected to rise Analysis: Brazilian coffee growers enjoy higher prices ICE US Review: Sugar Corrects Higher ,8/22/14,1.8133
1161,2014,8,26,Title,Vietnamese coffee growers hold back stocks Neumann said to have raised Brazil coffee forecast India: Exporters hoping for boost from Russian ban ICE US Review: Sugar ends at lowest point since January 30 ,8/26/14,1.8039
1162,2014,8,27,Title,Olam and Sanyo expand African packaged food business Cameroon sees fall in cocoa shipments ICE US Review: Coffee rises sharply with drought damage ,8/27/14,1.8854
1163,2014,8,28,Title,Weekly Review: Optimal conditions keep soy and corn futures down  ICE US Review: Coffee continues to climb on reports of drought ,8/28/14,1.9037
1164,2014,8,29,Title,ICE US Review: Coffee rides drought-damage reports higher ,8/29/14,1.9085
1165,2014,9,1,Title,Sumatran coffee shipments down by a third ICE US Review: Coffee higher with speculative interest ,9/1/14,1.9085
1166,2014,9,2,Title,Large coffee crop seen in Tanzania in 2014/15 Analysts Report Investors Selling Agricultural Exchange Traded Products ,9/2/14,1.9553
1167,2014,9,3,Title,Brazil 2015/16 coffee crop pegged at 50-53 mln bags ICE US Review: Coffee up sharply with ongoing dryness in Brazil ,9/3/14,2.028
1168,2014,9,4,Title,Huiyuan shares tumble after H1 profits plunge Weekly Review: Coffee futures rally on Brazilian drought ICE US Review: Coffee down sharply with profit taking ,9/4/14,1.9605
1169,2014,9,5,Title,"Cameroonian cocoa production down by 8% ICE US Review: Coffee little changed, consolidating ",9/5/14,1.9667
1170,2016,1,14,Title,Weekly Review: Cocoa continues to tumble further  ,1/14/16,1.159
1171,2016,1,15,Title,Chemical container blaze hits Brazil's port of Santos ICE US Review: Cocoa continues downward spiral  ,1/15/16,1.149
1172,2016,1,19,Title,Brazil may see decline in coffee exports ,1/19/16,1.1565
1173,2016,1,20,Title,Plenish responds to demand for non-dairy options MEPs want tax clawbacks to go to EU coffers  ICE US Review: Sugar backs away from resistance ,1/20/16,1.116
1174,2016,1,21,Title,"Market Report: Cocoa rebound is short-lived Weekly Review: Corn and soy stay bullish with upside likely  ICE US Review: Cocoa, coffee, sugar all drop sharply ",1/21/16,1.144
1175,2016,1,22,Title,Short supply of Brazilian robusta encourages stock drawdown  ICE US Review: Cocoa corrects higher ,1/22/16,1.16
1176,2016,1,25,Title,ICE US Review: Cocoa ends up ,1/25/16,1.1645
1177,2016,1,26,Title,Cameroon sees coffee output dip by a quarter ICE US Review:  Sugar lower to start the week ,1/26/16,1.167
1178,2016,1,27,Title,ICE US Review: Sugar falls with Chinese markets ,1/27/16,1.182
1179,2016,1,28,Title,Nicaragua ships 22% more coffee in December EU agri-food trade surplus contracts 11% in value Weekly Review: Canola futures stay steady overall ICE US Review: Sugar weaker after missing key support ,1/28/16,1.1915
1180,2016,1,29,Title,ICE US Review: Sugar extends losses  ,1/29/16,1.1635
1181,2016,2,1,Title,Full text of EU-Vietnam free trade deal published Brazil sets top ai list for coffee borers ICE US Review: Softs down to end the week   ,2/1/16,1.1775
1182,2016,2,2,Title,Vietnamese coffee premiums steady Costa Rican coffee shipments down by a fifth Indian spice exports set to cross USD2.5 billion mark ICE US Review: Sugar down as Brazilian crop estimates rise ,2/2/16,1.1985
1183,2016,2,3,Title,Brazil Camex cuts import duties on two agchems  ICE US Review: Sugar corrects higher ,2/3/16,1.2155
1184,2016,2,4,Title,Market Report: Cocoa price recovery on the cards? Weekly Review: Canola lower on loonie leap ICE US Review: Cocoa up amid West African weather concerns ,2/4/16,1.232
1185,2016,2,5,Title,ICE US Review: Choppy cocoa back down ,2/5/16,1.204
1186,2016,2,8,Title,ICE US Review: Sugar corrects higher ,2/8/16,1.1575
1187,2016,2,10,Title,ICE US Review: Cocoa corrects lower   ,2/10/16,1.1685
1188,2016,2,11,Title,Coffee prices unlikely to reach USD2 again Weekly Review: Corn and soy still weighed by mounting stocks ICE US Review: Cocoa continues to march lower   ,2/11/16,1.15
1189,2016,2,12,Title,Pasture: Leases costs up by 9.5% in 12 months in Brazil ICE US Review: Sugar settles lower amid steady exports   ,2/12/16,1.175
1190,2016,2,15,Title,Brazil OKs two insecticides for coffee borers ICE US Review: Coffee ends higher in low-volume trade   ,2/15/16,1.175
1191,2016,2,16,Title,Brazil to turn out bigger coffee beans Analysis: New figures reveal changing currents of EU agri-food trade flow ,2/16/16,1.17
1192,2016,2,17,Title,Olam underlines importance of MENA Olam underlines importance of MENA region ICE US Review: Sugar slightly stronger     ,2/17/16,1.166
1193,2016,2,18,Title,Weekly Review: Soy and corn rally ICE US Review: Sugar weaker with demand concerns  ,2/18/16,1.161
1194,2016,3,30,Title,Bottled water challenges CSDs for US top slot ICE US Review: Falling Brazilian real weighs on sugar/coffee ,3/30/16,1.27
1195,2016,3,31,Title,Royal Hawaiian introduces macadamia milks Weekly Review: Soy stays firm ahead of key USDA report  ICE US Review: Sugar holding steady near highs ,3/31/16,1.2745
1196,2016,4,1,Title,Indonesia's Sumatra coffee exports fell 35% ICE US Review: Sugar drops on position squaring ,4/1/16,1.2725
1197,2016,4,2,Title,US CFTC Commitment of Traders for March 29 ,4/2/16,1.2725
1198,2016,4,4,Title,"Honduran coffee exports fall, Costa Rican rise Plan to make 'improved' stevia hits problems ICE US Review: Sugar drops on profit-taking ",4/4/16,1.228
1199,2016,4,5,Title,ICE US Review: Softs see a bearish start to the week ,4/5/16,1.209
1200,2016,4,6,Title,Colombian coffee output up year-on-year South Korean fruit juice factory opened ICE US Review: Sugar consolidates amid bearish indicators ,4/6/16,1.215
1201,2016,4,7,Title,Small increase in South Korean FCOJ imports Weekly Review: Coffee falls on rising Brazilian supplies ,4/7/16,1.2195
1202,2016,4,8,Title,Vietnam coffee premiums edge higher ICE US Review: Sugar drops with weak demand for ethanol ,4/8/16,1.2255
1203,2016,4,9,Title,"CFTC Commitment of Traders for Apr. 5, 2016 ",4/9/16,1.2255
1204,2016,4,11,Title,ICE US Review: Softs rally at weeks’ end ,4/11/16,1.2525
1205,2016,4,12,Title,Brazil coffee shipments shock ICE US Review: Sugar at six-week-low       ,4/12/16,1.263
1206,2016,4,13,Title,ICE US Review: Sugar weaker with Brazilian weather      ,4/13/16,1.236
1207,2016,4,14,Title,Weekly Review: Canola driven lower by Canadian dollar ICE US Review: Sugar weaker with Brazilian crushing     ,4/14/16,1.251
1208,2016,4,15,Title,CFTC Report: Funds Trim Bearish Bets on Corn; Soy Net-Long Positions Expand ICE US Review: Sugar higher with revised data      ,4/15/16,1.2485
1209,2016,4,18,Title,Islamic cola drink launches again in UK ICE US Review: Sugar sees biggest climb in two months  ,4/18/16,1.2595
1210,2016,4,19,Title,Danish demand for organic food hits unprecedented high ICE US Review: Sugar up amid Brazilian political turmoil  ,4/19/16,1.279
1211,2016,4,20,Title,ICE US Review: Sugar/coffee watching Brazil ,4/20/16,1.287
1212,2016,4,21,Title,Weekly Review: Coffee hits high notes on Brazilian turmoil ICE US Review: Sugar continues higher ,4/21/16,1.241
1213,2016,4,22,Title,Beef News Summary CFTC Report: Money Managers Trim Net-Bearish Wagers on Corn by 16% ICE US Review: Sugar steadies after hitting resistance ,4/22/16,1.2335
1214,2016,4,25,Title,Ugandan coffee exports down a fifth Brazilian peanuts suffer limited access to China ICE US Review: Cocoa rises with grindings data ,4/25/16,1.2355
1215,2016,4,26,Title,Thailand proposes 'sugar tax' on soft drinks ICE US Review: Sugar climbs to start week ,4/26/16,1.2575
1216,2016,4,27,Title,ICE US Review: Sugar rises on technical buying ,4/27/16,1.215
1217,2016,4,28,Title,Weekly Review: Tide turning for ag commodity prices? ICE US Review: Sugar falls with cane data ,4/28/16,1.2095
1218,2016,4,29,Title,Ivory Coast making large forward sales of cocoa ICE US Review: Sugar dips despite import rumours in India ,4/29/16,1.215
1219,2016,4,30,Title,"Funds Turn Bullish on Corn, Increase Soybean Net-Long Positions ",4/30/16,1.215
1220,2016,5,3,Title,ICE US Review: Sugar weaker with Brazilian currency ,5/3/16,1.1925
1221,2016,5,4,Title,"ICE US Review: Sugar weaker on currency, oil trading  ",5/4/16,1.197
1222,2016,5,5,Title,Economic crisis boosts Russian private label sector ICE US Review: Sugar stronger as Brazilian currency gains   ,5/5/16,1.215
1223,2016,5,6,Title,Brazil coffee farmers to rebuild low stocks CFTC Commitment of Traders for May 3 ICE US Review: Sugar weaker on profit-taking    ,5/6/16,1.245
1224,2016,5,9,Title,"Ag News Briefs: May 9, 2016 ICE US Review: Sugar closes lower with profit-taking ",5/9/16,1.2645
1225,2016,5,10,Title,"Ivorian cocoa arrivals fall further behind ICE US Review: Sugar up, but off highs ",5/10/16,1.2875
1226,2016,5,11,Title,"Brazil coffee shipments decline by a fifth ICE US Review: Coffee up with Brazilian real, weather worries ",5/11/16,1.2975
1227,2016,5,12,Title,Weekly Review: USDA supply outlook boosts soy futures ICE US Review: Sugar up sharply amid Brazilian political drama ,5/12/16,1.3005
1228,2016,5,13,Title,ICE US Review: Sugar hits 18 month highs ,5/13/16,1.301
1229,2016,5,16,Title,ICE US Review: Sugar backs off nearby highs ,5/16/16,1.336
1230,2016,5,17,Title,Indian coffee crop to drop by 25%  WSJ: El Nino Pushes Up Food Prices Throughout Asia Analysis: Sugar area boost set for drought-hit Maharashtra ICE US Review: Sugar advances with crush data ,5/17/16,1.327
1231,2016,5,18,Title,Tanzania creates coffee fund for farmers ICE US Review: Cocoa prices weaken as arrivals pick up ,5/18/16,1.301
1232,2016,5,19,Title,Market Report: Cocoa rally in temporary stall ICE US Review: Cocoa prices pick up ,5/19/16,1.2395
1233,2016,5,20,Title,"AGgregator: May 20, 2016 ICE US Review: Coffee drops sharply ",5/20/16,1.247
1234,2016,5,24,Title,ICE US Review: Sugar corrects lower ,5/24/16,1.218
1235,2016,5,25,Title,Brazilian coffee crop grows by 15% WCC 2016: Global cocoa deficit seen this year ICE US Review: Sugar weaker as rally runs out of steam ,5/25/16,1.214
1236,2016,5,26,Title,Weekly Review: Soy firmness not over yet ICE US Review: Cocoa drops with demand projections ,5/26/16,1.215
1237,2016,5,27,Title,"ICE US Review: Sugar up with technical, spec buying  ",5/27/16,1.213
1238,2016,5,31,Title,EU and Mexico to start FTA expansion talks in June ICE US Review: Sugar mixed to end the week   ,5/31/16,1.2155
1239,2016,6,1,Title,World coffee exports drop 8% ICE US Review: Sugar backs off 22-month highs ,6/1/16,1.219
1240,2016,6,2,Title,Weekly Review: Sugar pushed to near 2-year highs ICE US Review: Sugar steady just below 23-month highs ,6/2/16,1.23
1241,2016,6,3,Title,Poultry and Pork News Summary New incentives for Ivorian cocoa grinders ICE US Review: Sugar jumps to new two-year highs ,6/3/16,1.271
1242,2016,6,4,Title,"Commitment of Traders Report for Week Ending May 31, 2016 ",6/4/16,1.271
1243,2016,6,6,Title,ICE US Review: Sugar rallies to 2 1/2 year highs  ,6/6/16,1.317
1244,2016,6,7,Title,Half of Ivorian cocoa beans being rejected ICE US Review: Coffee off to bullish start ,6/7/16,1.322
1245,2016,6,8,Title,"Cott to acquire European bulk water supplier Keurig home carbonation system killed off Ag News Briefs: June 8, 2016 ICE US Review: Hoarders limit coffee’s gains ",6/8/16,1.4165
1246,2016,7,8,Title,"Brazil to be the world’s largest soybean producer by 2025, forecasts the FAO ",7/8/16,1.441
1247,2016,7,11,Title,BioNovelus touts CR-10 against coffee rust ICE US Review: Coffee firms with Brazilian currency ,7/11/16,1.493
1248,2016,7,12,Title,Vietnam coffee trades at discount ICE US Review: Bullish bets bump sugar prices ,7/12/16,1.474
1249,2016,7,13,Title,ICE US Review: Sugar drops on profit taking ,7/13/16,1.4765
1250,2016,7,14,Title,Weekly Review: Corn and soy enter weather-driven phase ICE US Review: Coffee strengthens as Brazilian exports fall ,7/14/16,1.5215
1251,2016,7,15,Title,ICE US Review: Sugar rallies due to Brazilian port fire  ,7/15/16,1.4755
1252,2016,7,18,Title,Poultry and Pork News Summary ICE US Review: Sugar falls with higher-than-expected crush  ,7/18/16,1.4945
1253,2016,7,19,Title,Danish government discussing business opportunities with poultry and pork cooperatives Bottled water set to be USA's top soft drink EU and Indonesia to open FTA talks this year EU and Indonesia set to start FTA talks ICE US Review: Cocoa rises with North American demand  ,7/19/16,1.4655
1254,2016,7,20,Title,"Robusta coffee price seen remaining at highs AGgregator: July 20, 2016 ICE US Review: Cocoa drops with weak outlook on global growth ",7/20/16,1.47
1255,2016,7,21,Title,Indonesian coffee values below Vietnam Weekly Review: Canola looks to head lower ICE US Review: Coffee rises with reduced supplies ,7/21/16,1.4685
1256,2016,7,22,Title,ICE US Review: Sugar rises with physical demand ,7/22/16,1.419
1257,2016,7,25,Title,Beef News Summary ICE US Review: Coffee prices drop almost 5 cents ,7/25/16,1.411
1258,2016,7,26,Title,Brazil can now sell to pet food to Canada ICE US Review: Sugar climbs with mill struggles ,7/26/16,1.416
1259,2016,7,27,Title,"Analysis: Indian coffee crop to fall in coming year Kenyan concern over delay to trade agreement AGgregator: July 27, 2016 ICE US Review: Sugar drops with ideas of weak production  ",7/27/16,1.412
1260,2016,7,28,Title,"Market Report: Cocoa prices set for further slump? Weekly Review: Corn and soy trend lower on optimal crops ICE US Review: Sugar falls with weather, technical selling  ",7/28/16,1.4215
1261,2016,7,29,Title,ICO pegs global coffee exports lower ICE US Review: Sugar declines with fund selling  ,7/29/16,1.462
1262,2016,8,1,Title,Indonesia's Sumatra sees robusta export fall ICE US Review: Sugar advances with Unica report  ,8/1/16,1.4345
1263,2016,8,2,Title,ICE US Review: Sugar drops with profit-taking  ,8/2/16,1.4125
1264,2016,8,3,Title,ICE US Review: Sugar rebounds with currency issues  ,8/3/16,1.404
1265,2016,8,4,Title,"Soft drinks giant buys coffee company Weekly Review: Corn and soy dip lower as yields climb higher ICE US Review: Cocoa surges with spec trade, black pod fears  ",8/4/16,1.421
1266,2016,8,5,Title,ICE US Review: Sugar rises with spec trade  ,8/5/16,1.4615
1267,2016,8,8,Title,Indonesian coffee exports may fall 10% ICE US Review: The bulls take sugar higher  ,8/8/16,1.448
1268,2016,8,9,Title,Analysis: Brazil to continue agri-dominance over next decade ICE US Review: Sugar rises with Brazilian currency ,8/9/16,1.4475
1269,2016,8,10,Title,ICE US Review: Coffee sideways with slow trading ,8/10/16,1.4235
1270,2016,8,11,Title,ICE US Review: Short supply boosts cocoa ,8/11/16,1.4115
1271,2017,4,28,Title,"World coffee shipments decline by 2% EU agri-food exports up again, meat leads the way  ICE US Review: Sugar falls farther ",4/28/17,1.334
1272,2017,5,2,Title,Analysis: Ivory Coast's cocoa reform success turns sour ICE US Review: Coffee recovers off of nearby lows ,5/2/17,1.3625
1273,2017,5,3,Title,ICE US Review: Coffee continues to correct higher ,5/3/17,1.3745
1274,2017,5,4,Title,Weekly Review: Cocoa dips to near 10-year lows  ICE US Review: Cocoa just above 9½-year lows ,5/4/17,1.3495
1275,2017,5,5,Title,ICE US Review: Cocoa corrects off lows ,5/5/17,1.357
1276,2017,5,8,Title,ICE US Review: Cocoa finishes week higher ,5/8/17,1.369
1277,2017,5,9,Title,Colombian coffee production declines by a fifth ICE US Review: Sugar starts the week off higher  ,5/9/17,1.3515
1278,2017,5,10,Title,ICE US Review: Sugar spec support continues  ,5/10/17,1.3665
1279,2017,5,11,Title,"Weekly Review: Soy yet to reach potential lows  AGgregator: May 11, 2017 ICE US Review: Sugar ends higher  ",5/11/17,1.3425
1280,2017,5,12,Title,ICE US Review: Commodities down across the board  ,5/12/17,1.3495
1281,2017,5,15,Title,"Cameroonian cocoa and coffee exports resume after strike Nuts & spices boost Olam’s first-quarter profit US, Brazil Agree to Pilot Model for Electronic Trade Certificate ICE US Review: Sugar falls ahead of the weekend  ",5/15/17,1.3345
1282,2017,5,16,Title,US green coffee stocks up for fifth straight month  ICE US Review: Cocoa firms with muddy roads ,5/16/17,1.3145
1283,2017,5,17,Title,Nestlé upbeat about prospects in Middle East ICE US Review: Cocoa dips with military agreement ,5/17/17,1.344
1284,2017,5,18,Title,Weekly Review: Cocoa market rebounds from lows ICE US Review: Cocoa takes support from dock workers’ strike ,5/18/17,1.2965
1285,2017,5,19,Title,Brazil tipped to see 11% fall in coffee crop ICE US Review: Coffee drops sharply amid Brazil scandal ,5/19/17,1.321
